dish_id,dish_label,dish_class,dish_family,dish_name,cuisine,course,protein_type,source,label_quality,source_dish_label,original_path,ingredients,image_path
2268,pho,pho,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"rice,beef,chili",public_images/food101/pho/food101_pho_000023.jpg
2269,pho,pho,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"rice,beef,beans,mushroom",public_images/food101/pho/food101_pho_000024.jpg
2270,pho,pho,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"rice,beef,potato,shrimp,lamb,garlic",public_images/food101/pho/food101_pho_000025.jpg
2271,pho,pho,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"rice,beef,pasta",public_images/food101/pho/food101_pho_000026.jpg
2272,pho,pho,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"rice,beef,tofu,egg,beans,fish,pasta",public_images/food101/pho/food101_pho_000027.jpg
2273,pho,pho,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"rice,beef,lamb,beans,shrimp",public_images/food101/pho/food101_pho_000028.jpg
2274,pho,pho,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"rice,beef,cream,tomato,spice,shrimp,spinach",public_images/food101/pho/food101_pho_000029.jpg
2275,pizza,pizza,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cheese,tomato,avocado,spinach,mushroom",public_images/food101/pizza/food101_pizza_000001.jpg
2276,pizza,pizza,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cheese,tomato,garlic,beef,spinach,shrimp",public_images/food101/pizza/food101_pizza_000002.jpg
2277,pizza,pizza,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cheese,tomato,spice,chicken,fish",public_images/food101/pizza/food101_pizza_000003.jpg
2278,pizza,pizza,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cheese,tomato,fish,spinach,rice,lamb",public_images/food101/pizza/food101_pizza_000004.jpg
2279,pizza,pizza,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cheese,tomato,rice,tofu,fish,cream,potato",public_images/food101/pizza/food101_pizza_000005.jpg
2280,pizza,pizza,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cheese,tomato,rice",public_images/food101/pizza/food101_pizza_000006.jpg
2281,pizza,pizza,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cheese,tomato,fish,beans,rice,chicken",public_images/food101/pizza/food101_pizza_000007.jpg
2282,pizza,pizza,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cheese,tomato,lamb,shrimp,beef,mushroom,spice",public_images/food101/pizza/food101_pizza_000008.jpg
2283,pizza,pizza,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cheese,tomato,beans,chicken,garlic",public_images/food101/pizza/food101_pizza_000009.jpg
2284,pizza,pizza,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cheese,tomato,garlic",public_images/food101/pizza/food101_pizza_000010.jpg
2285,pizza,pizza,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cheese,tomato,tofu,chili,garlic,avocado",public_images/food101/pizza/food101_pizza_000011.jpg
2286,pizza,pizza,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cheese,tomato,chicken",public_images/food101/pizza/food101_pizza_000012.jpg
2287,pizza,pizza,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cheese,tomato,mushroom,potato,spice,pasta",public_images/food101/pizza/food101_pizza_000013.jpg
2288,pizza,pizza,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cheese,tomato,beef,chili,fish,chicken,lamb",public_images/food101/pizza/food101_pizza_000014.jpg
2289,pizza,pizza,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cheese,tomato,spice,avocado",public_images/food101/pizza/food101_pizza_000015.jpg
2290,pizza,pizza,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cheese,tomato,spinach",public_images/food101/pizza/food101_pizza_000016.jpg
2291,pizza,pizza,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cheese,tomato,chili",public_images/food101/pizza/food101_pizza_000017.jpg
2292,pizza,pizza,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cheese,tomato,chili,shrimp,beef,spinach",public_images/food101/pizza/food101_pizza_000018.jpg
2293,pizza,pizza,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cheese,tomato,garlic,rice,chicken,spice,spinach",public_images/food101/pizza/food101_pizza_000019.jpg
2294,pizza,pizza,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cheese,tomato,spice,fish,chicken",public_images/food101/pizza/food101_pizza_000020.jpg
2295,pizza,pizza,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cheese,tomato,spinach,chili,cream,beef",public_images/food101/pizza/food101_pizza_000021.jpg
2296,pizza,pizza,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cheese,tomato,avocado,garlic,cream,potato,pasta",public_images/food101/pizza/food101_pizza_000022.jpg
2297,pizza,pizza,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cheese,tomato,garlic",public_images/food101/pizza/food101_pizza_000023.jpg
2298,pizza,pizza,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cheese,tomato,rice,beans,spinach,cream,shrimp",public_images/food101/pizza/food101_pizza_000024.jpg
2299,pizza,pizza,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cheese,tomato,lamb",public_images/food101/pizza/food101_pizza_000025.jpg
2300,pizza,pizza,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cheese,tomato,egg,fish,beef",public_images/food101/pizza/food101_pizza_000026.jpg
2301,pizza,pizza,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cheese,tomato,mushroom,cream,egg",public_images/food101/pizza/food101_pizza_000027.jpg
2302,pizza,pizza,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cheese,tomato,beef",public_images/food101/pizza/food101_pizza_000028.jpg
2303,pizza,pizza,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cheese,tomato,spice",public_images/food101/pizza/food101_pizza_000029.jpg
2304,pork_chop,pork_chop,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"avocado,garlic,chicken",public_images/food101/pork_chop/food101_pork_chop_000001.jpg
2305,pork_chop,pork_chop,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"chicken,spice,lamb,tofu",public_images/food101/pork_chop/food101_pork_chop_000002.jpg
2306,pork_chop,pork_chop,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"tomato,pasta,spice",public_images/food101/pork_chop/food101_pork_chop_000003.jpg
2307,pork_chop,pork_chop,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"pasta,chili,shrimp,egg",public_images/food101/pork_chop/food101_pork_chop_000004.jpg
2308,pork_chop,pork_chop,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"rice,beef,garlic,fish",public_images/food101/pork_chop/food101_pork_chop_000005.jpg
2309,pork_chop,pork_chop,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"spice,rice,egg,avocado",public_images/food101/pork_chop/food101_pork_chop_000006.jpg
2310,pork_chop,pork_chop,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"rice,tofu,egg,cream,spinach",public_images/food101/pork_chop/food101_pork_chop_000007.jpg
2311,pork_chop,pork_chop,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"beans,lamb,egg,mushroom,tofu",public_images/food101/pork_chop/food101_pork_chop_000008.jpg
2312,pork_chop,pork_chop,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"chili,beans,shrimp,beef",public_images/food101/pork_chop/food101_pork_chop_000009.jpg
2313,pork_chop,pork_chop,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"beans,spice,fish,lamb,pasta,cheese,avocado",public_images/food101/pork_chop/food101_pork_chop_000010.jpg
2314,pork_chop,pork_chop,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"potato,rice,cream,mushroom,spice,beef,cheese",public_images/food101/pork_chop/food101_pork_chop_000011.jpg
2315,pork_chop,pork_chop,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"rice,chili,cheese,mushroom,avocado,tomato",public_images/food101/pork_chop/food101_pork_chop_000012.jpg
2316,pork_chop,pork_chop,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"tofu,beans,garlic,lamb",public_images/food101/pork_chop/food101_pork_chop_000013.jpg
2317,pork_chop,pork_chop,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"shrimp,beans,chili,garlic,cheese,mushroom,avocado",public_images/food101/pork_chop/food101_pork_chop_000014.jpg
2318,pork_chop,pork_chop,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"avocado,fish,spinach",public_images/food101/pork_chop/food101_pork_chop_000015.jpg
2319,pork_chop,pork_chop,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"garlic,cheese,avocado,lamb,pasta",public_images/food101/pork_chop/food101_pork_chop_000016.jpg
2320,pork_chop,pork_chop,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"tofu,potato,avocado,chicken",public_images/food101/pork_chop/food101_pork_chop_000017.jpg
2321,pork_chop,pork_chop,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"egg,tofu,fish,shrimp,spinach,potato",public_images/food101/pork_chop/food101_pork_chop_000018.jpg
2322,pork_chop,pork_chop,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"rice,lamb,garlic,spinach",public_images/food101/pork_chop/food101_pork_chop_000019.jpg
2323,pork_chop,pork_chop,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"pasta,chili,tomato,mushroom,cheese,spice",public_images/food101/pork_chop/food101_pork_chop_000020.jpg
2324,pork_chop,pork_chop,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"rice,beans,shrimp,chicken,avocado,egg",public_images/food101/pork_chop/food101_pork_chop_000021.jpg
2325,pork_chop,pork_chop,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"pasta,mushroom,spice,beef",public_images/food101/pork_chop/food101_pork_chop_000022.jpg
2326,pork_chop,pork_chop,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"garlic,chili,cream,pasta",public_images/food101/pork_chop/food101_pork_chop_000023.jpg
2327,pork_chop,pork_chop,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"lamb,tofu,shrimp,avocado",public_images/food101/pork_chop/food101_pork_chop_000024.jpg
2328,pork_chop,pork_chop,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"chicken,beef,spice,avocado,pasta,beans",public_images/food101/pork_chop/food101_pork_chop_000025.jpg
2329,pork_chop,pork_chop,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"avocado,tomato,spice",public_images/food101/pork_chop/food101_pork_chop_000026.jpg
2330,pork_chop,pork_chop,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"cream,tomato,beef,lamb,chicken,beans",public_images/food101/pork_chop/food101_pork_chop_000027.jpg
2331,pork_chop,pork_chop,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"lamb,cheese,spinach,shrimp",public_images/food101/pork_chop/food101_pork_chop_000028.jpg
2332,pork_chop,pork_chop,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"spinach,shrimp,tofu,tomato",public_images/food101/pork_chop/food101_pork_chop_000029.jpg
2333,poutine,poutine,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"shrimp,beef,garlic",public_images/food101/poutine/food101_poutine_000001.jpg
2334,poutine,poutine,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"shrimp,garlic,pasta,fish",public_images/food101/poutine/food101_poutine_000002.jpg
2335,poutine,poutine,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"shrimp,potato,cream,lamb,spinach,garlic,mushroom",public_images/food101/poutine/food101_poutine_000003.jpg
2336,poutine,poutine,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"chicken,tomato,avocado,beans,lamb,potato,tofu",public_images/food101/poutine/food101_poutine_000004.jpg
2337,poutine,poutine,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"chicken,shrimp,cream,tomato,beef,mushroom,cheese",public_images/food101/poutine/food101_poutine_000005.jpg
2338,poutine,poutine,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"spice,pasta,fish",public_images/food101/poutine/food101_poutine_000006.jpg
2339,poutine,poutine,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"garlic,shrimp,avocado",public_images/food101/poutine/food101_poutine_000007.jpg
2340,poutine,poutine,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"beef,pasta,beans,shrimp,spinach,chicken",public_images/food101/poutine/food101_poutine_000008.jpg
2341,poutine,poutine,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"fish,avocado,beans,shrimp,cheese",public_images/food101/poutine/food101_poutine_000009.jpg
2342,poutine,poutine,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cream,lamb,cheese,shrimp,chicken,egg",public_images/food101/poutine/food101_poutine_000010.jpg
2343,poutine,poutine,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"beef,beans,mushroom,shrimp,tofu",public_images/food101/poutine/food101_poutine_000011.jpg
2344,poutine,poutine,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"spinach,shrimp,fish",public_images/food101/poutine/food101_poutine_000012.jpg
2345,poutine,poutine,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"pasta,fish,rice",public_images/food101/poutine/food101_poutine_000013.jpg
2346,poutine,poutine,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,tofu,mushroom",public_images/food101/poutine/food101_poutine_000014.jpg
2347,poutine,poutine,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"spinach,garlic,potato,lamb,cheese",public_images/food101/poutine/food101_poutine_000015.jpg
2348,poutine,poutine,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"fish,potato,shrimp,cream",public_images/food101/poutine/food101_poutine_000016.jpg
2349,poutine,poutine,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"chicken,garlic,rice,spice",public_images/food101/poutine/food101_poutine_000017.jpg
2350,poutine,poutine,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,tofu,fish,chili,beans,beef,chicken",public_images/food101/poutine/food101_poutine_000018.jpg
2351,poutine,poutine,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"spinach,tofu,lamb",public_images/food101/poutine/food101_poutine_000019.jpg
2352,poutine,poutine,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,lamb,rice",public_images/food101/poutine/food101_poutine_000020.jpg
2353,poutine,poutine,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"garlic,pasta,chicken,rice,avocado,beef",public_images/food101/poutine/food101_poutine_000021.jpg
2354,poutine,poutine,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"fish,chicken,tofu,garlic,pasta",public_images/food101/poutine/food101_poutine_000022.jpg
2355,poutine,poutine,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,cheese,lamb",public_images/food101/poutine/food101_poutine_000023.jpg
2356,poutine,poutine,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"potato,shrimp,tomato",public_images/food101/poutine/food101_poutine_000024.jpg
2357,poutine,poutine,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cream,potato,cheese,beef",public_images/food101/poutine/food101_poutine_000025.jpg
2358,poutine,poutine,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"spinach,fish,rice,lamb",public_images/food101/poutine/food101_poutine_000026.jpg
2359,poutine,poutine,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,tomato,mushroom,tofu,chili,spinach",public_images/food101/poutine/food101_poutine_000027.jpg
2360,poutine,poutine,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"lamb,chili,beef,cheese,shrimp",public_images/food101/poutine/food101_poutine_000028.jpg
2361,poutine,poutine,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cream,garlic,pasta,fish,shrimp,chicken,egg",public_images/food101/poutine/food101_poutine_000029.jpg
2362,prime_rib,prime_rib,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cream,fish,cheese,spice,rice",public_images/food101/prime_rib/food101_prime_rib_000001.jpg
2363,prime_rib,prime_rib,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,mushroom,potato,tomato,chili",public_images/food101/prime_rib/food101_prime_rib_000002.jpg
2364,prime_rib,prime_rib,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"beans,spinach,spice,fish,rice",public_images/food101/prime_rib/food101_prime_rib_000003.jpg
2365,prime_rib,prime_rib,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"rice,mushroom,chili,shrimp",public_images/food101/prime_rib/food101_prime_rib_000004.jpg
2366,prime_rib,prime_rib,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"pasta,rice,chicken,fish",public_images/food101/prime_rib/food101_prime_rib_000005.jpg
2367,prime_rib,prime_rib,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"chicken,fish,beef,rice",public_images/food101/prime_rib/food101_prime_rib_000006.jpg
2368,prime_rib,prime_rib,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"tofu,garlic,cheese,tomato,mushroom",public_images/food101/prime_rib/food101_prime_rib_000007.jpg
2369,prime_rib,prime_rib,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"garlic,tomato,cream",public_images/food101/prime_rib/food101_prime_rib_000008.jpg
2370,prime_rib,prime_rib,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"pasta,tofu,fish,garlic,shrimp,tomato,rice",public_images/food101/prime_rib/food101_prime_rib_000009.jpg
2371,prime_rib,prime_rib,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"garlic,egg,beans",public_images/food101/prime_rib/food101_prime_rib_000010.jpg
2372,prime_rib,prime_rib,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"tofu,beef,egg,spinach,spice",public_images/food101/prime_rib/food101_prime_rib_000011.jpg
2373,prime_rib,prime_rib,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"avocado,shrimp,rice,beans,chili,garlic,fish",public_images/food101/prime_rib/food101_prime_rib_000012.jpg
2374,prime_rib,prime_rib,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cream,spinach,potato,lamb,egg,cheese,mushroom",public_images/food101/prime_rib/food101_prime_rib_000013.jpg
2375,prime_rib,prime_rib,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"lamb,pasta,beans,garlic,tofu,mushroom,tomato",public_images/food101/prime_rib/food101_prime_rib_000014.jpg
2376,prime_rib,prime_rib,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"beef,beans,avocado",public_images/food101/prime_rib/food101_prime_rib_000015.jpg
2377,prime_rib,prime_rib,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"lamb,beans,fish,potato,chicken,shrimp,beef",public_images/food101/prime_rib/food101_prime_rib_000016.jpg
2378,prime_rib,prime_rib,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"spinach,tomato,shrimp,beef,potato,pasta,fish",public_images/food101/prime_rib/food101_prime_rib_000017.jpg
2379,prime_rib,prime_rib,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cheese,shrimp,spice",public_images/food101/prime_rib/food101_prime_rib_000018.jpg
2380,prime_rib,prime_rib,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"cheese,beans,pasta,avocado",public_images/food101/prime_rib/food101_prime_rib_000019.jpg
2381,prime_rib,prime_rib,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"shrimp,potato,fish,lamb",public_images/food101/prime_rib/food101_prime_rib_000020.jpg
2382,prime_rib,prime_rib,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"fish,rice,garlic,lamb",public_images/food101/prime_rib/food101_prime_rib_000021.jpg
2383,prime_rib,prime_rib,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"garlic,mushroom,potato",public_images/food101/prime_rib/food101_prime_rib_000022.jpg
2384,prime_rib,prime_rib,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"shrimp,tomato,egg,spinach,tofu,beef,fish",public_images/food101/prime_rib/food101_prime_rib_000023.jpg
2385,prime_rib,prime_rib,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"avocado,egg,shrimp,pasta,chicken,rice",public_images/food101/prime_rib/food101_prime_rib_000024.jpg
2386,prime_rib,prime_rib,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"tofu,avocado,cheese,shrimp,fish",public_images/food101/prime_rib/food101_prime_rib_000025.jpg
2387,prime_rib,prime_rib,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"fish,spice,chicken,tomato,beef,pasta",public_images/food101/prime_rib/food101_prime_rib_000026.jpg
2388,prime_rib,prime_rib,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"mushroom,cream,fish,chicken,garlic,pasta,cheese",public_images/food101/prime_rib/food101_prime_rib_000027.jpg
2389,prime_rib,prime_rib,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"beans,spinach,cream,lamb",public_images/food101/prime_rib/food101_prime_rib_000028.jpg
2390,prime_rib,prime_rib,,,Unknown,Main,Unknown,food101,dataset_label+heuristic_metadata,,,"egg,shrimp,potato",public_images/food101/prime_rib/food101_prime_rib_000029.jpg
2391,pulled_pork_sandwich,pulled_pork_sandwich,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"spice,avocado,tofu,lamb,tomato,cream,spinach",public_images/food101/pulled_pork_sandwich/food101_pulled_pork_sandwich_000001.jpg
2392,pulled_pork_sandwich,pulled_pork_sandwich,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"garlic,beef,pasta,cream",public_images/food101/pulled_pork_sandwich/food101_pulled_pork_sandwich_000002.jpg
2393,pulled_pork_sandwich,pulled_pork_sandwich,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"spice,beans,tofu",public_images/food101/pulled_pork_sandwich/food101_pulled_pork_sandwich_000003.jpg
2394,pulled_pork_sandwich,pulled_pork_sandwich,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"tomato,tofu,egg,avocado,beans,rice",public_images/food101/pulled_pork_sandwich/food101_pulled_pork_sandwich_000004.jpg
2395,pulled_pork_sandwich,pulled_pork_sandwich,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"egg,garlic,avocado",public_images/food101/pulled_pork_sandwich/food101_pulled_pork_sandwich_000005.jpg
2396,pulled_pork_sandwich,pulled_pork_sandwich,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"tofu,cream,chicken,chili",public_images/food101/pulled_pork_sandwich/food101_pulled_pork_sandwich_000006.jpg
2397,pulled_pork_sandwich,pulled_pork_sandwich,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"mushroom,spinach,shrimp,cream,fish,beef",public_images/food101/pulled_pork_sandwich/food101_pulled_pork_sandwich_000007.jpg
2398,pulled_pork_sandwich,pulled_pork_sandwich,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"cheese,potato,chicken,tofu,spinach,fish,lamb",public_images/food101/pulled_pork_sandwich/food101_pulled_pork_sandwich_000008.jpg
2399,pulled_pork_sandwich,pulled_pork_sandwich,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"pasta,shrimp,chili",public_images/food101/pulled_pork_sandwich/food101_pulled_pork_sandwich_000009.jpg
2400,pulled_pork_sandwich,pulled_pork_sandwich,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"shrimp,mushroom,tofu,fish,cheese",public_images/food101/pulled_pork_sandwich/food101_pulled_pork_sandwich_000010.jpg
2401,pulled_pork_sandwich,pulled_pork_sandwich,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"beef,rice,cheese",public_images/food101/pulled_pork_sandwich/food101_pulled_pork_sandwich_000011.jpg
2402,pulled_pork_sandwich,pulled_pork_sandwich,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"lamb,fish,garlic,beef",public_images/food101/pulled_pork_sandwich/food101_pulled_pork_sandwich_000012.jpg
2403,pulled_pork_sandwich,pulled_pork_sandwich,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"spinach,spice,rice,cheese",public_images/food101/pulled_pork_sandwich/food101_pulled_pork_sandwich_000013.jpg
2404,pulled_pork_sandwich,pulled_pork_sandwich,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"cream,tofu,spinach,tomato,rice",public_images/food101/pulled_pork_sandwich/food101_pulled_pork_sandwich_000014.jpg
2405,pulled_pork_sandwich,pulled_pork_sandwich,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"pasta,tofu,garlic,beans,rice",public_images/food101/pulled_pork_sandwich/food101_pulled_pork_sandwich_000015.jpg
2406,pulled_pork_sandwich,pulled_pork_sandwich,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"rice,chili,beef,potato,pasta,chicken,cheese",public_images/food101/pulled_pork_sandwich/food101_pulled_pork_sandwich_000016.jpg
2407,pulled_pork_sandwich,pulled_pork_sandwich,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"beans,lamb,pasta,potato,avocado",public_images/food101/pulled_pork_sandwich/food101_pulled_pork_sandwich_000017.jpg
2408,pulled_pork_sandwich,pulled_pork_sandwich,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"pasta,spinach,tofu,egg,beef,lamb,shrimp",public_images/food101/pulled_pork_sandwich/food101_pulled_pork_sandwich_000018.jpg
2409,pulled_pork_sandwich,pulled_pork_sandwich,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"beef,pasta,shrimp,rice",public_images/food101/pulled_pork_sandwich/food101_pulled_pork_sandwich_000019.jpg
2410,pulled_pork_sandwich,pulled_pork_sandwich,,,Unknown,Main,Meat,food101,dataset_label+heuristic_metadata,,,"chicken,spice,pasta,beef",public_images/food101/pulled_pork_sandwich/food101_pulled_pork_sandwich_000020.jpg
